pair	qseqid	sseqid	pident	length	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	decision
CP009862.1/CP008901.1	CP009862.1	CP008901.1	83.824	204.0	75740.0	75930.0	40966.0	41169.0	2.79e-58	223.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	83.824	204.0	75740.0	75930.0	43864.0	44067.0	2.79e-58	223.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	100.0	122.0	71306.0	71427.0	42031.0	42152.0	9.74e-58	221.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	100.0	122.0	71884.0	72005.0	41453.0	41574.0	9.74e-58	221.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	93.798	129.0	224.0	352.0	1636.0	1764.0	1.11e-50	197.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	93.798	129.0	1636.0	1764.0	224.0	352.0	1.11e-50	197.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	67.244	635.0	5376.0	6001.0	30341.0	29713.0	7.01e-47	186.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	67.244	635.0	59566.0	60194.0	6001.0	5376.0	7.01e-47	186.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	90.323	124.0	71884.0	72007.0	44307.0	44430.0	1.54e-42	170.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	90.323	124.0	74160.0	74283.0	42031.0	42154.0	1.54e-42	170.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	71.383	311.0	5376.0	5683.0	23634.0	23944.0	9.75e-39	159.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	71.383	311.0	23634.0	23944.0	5376.0	5683.0	9.75e-39	159.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	85.385	130.0	72439.0	72568.0	40901.0	41030.0	5.05e-36	150.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	84.615	130.0	70754.0	70883.0	42586.0	42715.0	6.15e-35	145.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	86.066	122.0	68359.0	68475.0	44309.0	44430.0	2.15e-34	144.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	86.066	122.0	74162.0	74283.0	38506.0	38622.0	2.15e-34	144.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	84.615	130.0	72439.0	72568.0	43800.0	43928.0	7.49e-34	141.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	86.066	122.0	68359.0	68475.0	42033.0	42154.0	2.62e-33	140.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	86.066	122.0	71886.0	72007.0	38506.0	38622.0	2.62e-33	140.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	85.366	123.0	68359.0	68476.0	41455.0	41577.0	3.19e-32	137.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	85.366	123.0	71308.0	71430.0	38506.0	38623.0	3.19e-32	137.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	83.846	130.0	73653.0	73781.0	42586.0	42715.0	3.19e-32	137.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	83.74	123.0	72446.0	72568.0	39671.0	39793.0	3.88e-31	132.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	82.927	123.0	69524.0	69646.0	42593.0	42715.0	1.65e-29	128.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	100.0	65.0	70021.0	70085.0	42088.0	42152.0	8.55e-27	118.0	80186.0	50333.0	below length or identity threshold
CP009862.1/CP008901.1	CP009862.1	CP008901.1	100.0	65.0	71941.0	72005.0	40168.0	40232.0	8.55e-27	118.0	80186.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	99.993	29595.0	1.0	29595.0	1.0	29595.0	0.0	53362.0	62589.0	50333.0	retained
CP009864.1/CP008901.1	CP009864.1	CP008901.1	99.986	14516.0	41919.0	56434.0	29594.0	44109.0	0.0	26169.0	62589.0	50333.0	retained
CP009864.1/CP008901.1	CP009864.1	CP008901.1	99.968	6170.0	56420.0	62589.0	44164.0	50333.0	0.0	11119.0	62589.0	50333.0	retained
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.309	1471.0	224.0	1690.0	298.0	1764.0	0.0	2314.0	62589.0	50333.0	overlaps higher-scoring match by more than 50 bp
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.309	1471.0	298.0	1764.0	224.0	1690.0	0.0	2314.0	62589.0	50333.0	overlaps higher-scoring match by more than 50 bp
CP009864.1/CP008901.1	CP009864.1	CP008901.1	93.924	1399.0	372.0	1764.0	224.0	1616.0	0.0	2097.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.072	1319.0	228.0	1542.0	451.0	1764.0	0.0	2054.0	62589.0	50333.0	overlaps higher-scoring match by more than 50 bp
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.072	1319.0	451.0	1764.0	228.0	1542.0	0.0	2054.0	62589.0	50333.0	overlaps higher-scoring match by more than 50 bp
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.116	1249.0	224.0	1468.0	521.0	1764.0	0.0	1946.0	62589.0	50333.0	overlaps higher-scoring match by more than 50 bp
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.116	1249.0	521.0	1764.0	224.0	1468.0	0.0	1946.0	62589.0	50333.0	overlaps higher-scoring match by more than 50 bp
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.172	1287.0	224.0	1505.0	484.0	1764.0	0.0	1944.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.172	1287.0	484.0	1764.0	224.0	1505.0	0.0	1944.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.69	1137.0	224.0	1357.0	632.0	1764.0	0.0	1805.0	62589.0	50333.0	overlaps higher-scoring match by more than 50 bp
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.69	1137.0	632.0	1764.0	224.0	1357.0	0.0	1805.0	62589.0	50333.0	overlaps higher-scoring match by more than 50 bp
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.638	1175.0	224.0	1394.0	595.0	1764.0	0.0	1803.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.638	1063.0	224.0	1282.0	706.0	1764.0	0.0	1632.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.638	1063.0	706.0	1764.0	224.0	1282.0	0.0	1632.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.037	947.0	228.0	1170.0	822.0	1764.0	0.0	1468.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.037	947.0	822.0	1764.0	228.0	1170.0	0.0	1468.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	96.207	870.0	228.0	1095.0	897.0	1764.0	0.0	1407.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	96.207	870.0	897.0	1764.0	228.0	1095.0	0.0	1407.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	93.654	914.0	224.0	1133.0	855.0	1764.0	0.0	1359.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	93.654	914.0	855.0	1764.0	224.0	1133.0	0.0	1359.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.511	838.0	224.0	1058.0	930.0	1764.0	0.0	1283.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.511	838.0	930.0	1764.0	224.0	1058.0	0.0	1283.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.282	763.0	224.0	984.0	1004.0	1764.0	0.0	1200.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.282	763.0	1004.0	1764.0	224.0	984.0	0.0	1200.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	99.676	617.0	23557.0	24171.0	30420.0	29804.0	0.0	1102.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	99.676	617.0	42129.0	42745.0	24171.0	23557.0	0.0	1102.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.34	689.0	224.0	910.0	1078.0	1764.0	0.0	1053.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.34	689.0	1078.0	1764.0	224.0	910.0	0.0	1053.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.463	614.0	224.0	835.0	1153.0	1764.0	0.0	940.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.463	614.0	1153.0	1764.0	224.0	835.0	0.0	940.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	97.556	532.0	51970.0	52500.0	40881.0	41412.0	0.0	898.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	97.556	532.0	53206.0	53737.0	39645.0	40175.0	0.0	898.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.506	534.0	228.0	760.0	1232.0	1764.0	0.0	848.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.506	534.0	1232.0	1764.0	228.0	760.0	0.0	848.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	87.988	666.0	53234.0	53899.0	43807.0	44428.0	0.0	845.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.411	501.0	224.0	723.0	1265.0	1764.0	0.0	771.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.411	501.0	1265.0	1764.0	224.0	723.0	0.0	771.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	99.294	425.0	52010.0	52434.0	43820.0	44244.0	0.0	754.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.305	426.0	224.0	649.0	1340.0	1764.0	0.0	675.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.305	426.0	1340.0	1764.0	224.0	649.0	0.0	675.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.602	352.0	224.0	575.0	1414.0	1764.0	1.46e-155	546.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.602	352.0	1414.0	1764.0	224.0	575.0	1.46e-155	546.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	98.68	303.0	56132.0	56434.0	40909.0	41211.0	1.12e-150	529.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	99.655	290.0	56145.0	56434.0	39685.0	39974.0	2.03e-147	519.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.245	278.0	224.0	501.0	1488.0	1764.0	9.86e-120	426.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	94.245	278.0	1488.0	1764.0	224.0	501.0	9.86e-120	426.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.707	331.0	1783.0	2110.0	41351.0	41021.0	2.48e-108	389.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.707	331.0	53346.0	53676.0	2110.0	1783.0	2.48e-108	389.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.405	331.0	1783.0	2110.0	40114.0	39784.0	1.05e-106	384.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.405	331.0	52109.0	52439.0	2110.0	1783.0	1.05e-106	384.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.196	326.0	1788.0	2110.0	44244.0	43919.0	5.46e-104	375.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	93.596	203.0	224.0	426.0	1562.0	1764.0	6.66e-84	308.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	93.596	203.0	1562.0	1764.0	224.0	426.0	6.66e-84	308.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	75.186	403.0	24268.0	24669.0	30850.0	30449.0	1.67e-72	269.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	75.186	403.0	42774.0	43175.0	24669.0	24268.0	1.67e-72	269.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.706	163.0	52493.0	52655.0	41510.0	41672.0	2.48e-70	263.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	95.706	163.0	53835.0	53997.0	40168.0	40330.0	2.48e-70	263.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	100.0	123.0	5183.0	5305.0	6337.0	6215.0	2.18e-58	223.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	100.0	123.0	6215.0	6337.0	5305.0	5183.0	2.18e-58	223.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	83.824	204.0	52054.0	52257.0	45887.0	46077.0	2.18e-58	223.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	83.824	204.0	53291.0	53494.0	45887.0	46077.0	2.18e-58	223.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	83.824	204.0	56189.0	56392.0	45887.0	46077.0	2.18e-58	223.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	83.824	204.0	58143.0	58333.0	39729.0	39932.0	2.18e-58	223.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	83.824	204.0	58143.0	58333.0	40966.0	41169.0	2.18e-58	223.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	83.824	204.0	58143.0	58333.0	43864.0	44067.0	2.18e-58	223.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	100.0	122.0	53778.0	53899.0	42031.0	42152.0	7.6e-58	221.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	100.0	122.0	54356.0	54477.0	41453.0	41574.0	7.6e-58	221.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	74.434	309.0	56420.0	56684.0	41266.0	41574.0	1.37e-54	210.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	93.798	129.0	224.0	352.0	1636.0	1764.0	8.67e-51	197.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	93.798	129.0	1636.0	1764.0	224.0	352.0	8.67e-51	197.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	82.723	191.0	56244.0	56434.0	2110.0	1921.0	3.69e-49	193.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	67.244	635.0	5376.0	6001.0	30341.0	29713.0	5.47e-47	186.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	67.244	635.0	42038.0	42666.0	6001.0	5376.0	5.47e-47	186.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	90.323	124.0	54356.0	54479.0	44307.0	44430.0	1.21e-42	170.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	90.323	124.0	56563.0	56686.0	42031.0	42154.0	1.21e-42	170.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	71.383	311.0	5376.0	5683.0	23634.0	23944.0	7.61e-39	159.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	71.383	311.0	23634.0	23944.0	5376.0	5683.0	7.61e-39	159.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	84.615	130.0	53226.0	53355.0	42586.0	42715.0	4.8e-35	145.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	84.615	130.0	54911.0	55040.0	40901.0	41030.0	4.8e-35	145.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.066	122.0	50831.0	50947.0	44309.0	44430.0	1.68e-34	144.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.066	122.0	56565.0	56686.0	38506.0	38622.0	1.68e-34	144.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.066	122.0	50831.0	50947.0	42033.0	42154.0	2.04e-33	140.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	86.066	122.0	54358.0	54479.0	38506.0	38622.0	2.04e-33	140.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	85.366	123.0	50831.0	50948.0	41455.0	41577.0	2.49e-32	137.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	85.366	123.0	53780.0	53902.0	38506.0	38623.0	2.49e-32	137.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	83.846	130.0	54911.0	55040.0	43800.0	43928.0	2.49e-32	137.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	83.846	130.0	56125.0	56253.0	42586.0	42715.0	2.49e-32	137.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	96.296	81.0	56420.0	56500.0	40029.0	40109.0	3.03e-31	133.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	82.927	123.0	51996.0	52118.0	42593.0	42715.0	1.29e-29	128.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	82.927	123.0	54918.0	55040.0	39671.0	39793.0	1.29e-29	128.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	100.0	65.0	52493.0	52557.0	42088.0	42152.0	6.67e-27	118.0	62589.0	50333.0	below length or identity threshold
CP009864.1/CP008901.1	CP009864.1	CP008901.1	100.0	65.0	54413.0	54477.0	40168.0	40232.0	6.67e-27	118.0	62589.0	50333.0	below length or identity threshold
